ID, Font, Prediction, Actual, Confidence, Pass/Fail
1609, Lora-Italic, K, K, 1.000, PASS
1610, Lora-Italic, L, L, 1.000, PASS
1611, Lora-Italic, M, M, 1.000, PASS
1612, Lora-Italic, N, N, 1.000, PASS
1613, Lora-Italic, O, O, 1.000, PASS
1614, Lora-Italic, P, P, 0.999, PASS
1615, Lora-Italic, Q, Q, 1.000, PASS
1616, Lora-Italic, R, R, 1.000, PASS
1617, Lora-Italic, S, S, 0.998, PASS
1618, Lora-Italic, T, T, 1.000, PASS
1619, Lora-Italic, U, U, 1.000, PASS
1620, Lora-Italic, V, V, 1.000, PASS
1621, Lora-Italic, W, W, 1.000, PASS
1622, Lora-Italic, X, X, 1.000, PASS
1623, Lora-Italic, Y, Y, 1.000, PASS
1624, Lora-Italic, Z, Z, 1.000, PASS
1625, Lora-Italic, a, a, 1.000, PASS
1626, Lora-Italic, b, b, 0.990, PASS
1627, Lora-Italic, c, c, 1.000, PASS
1628, Lora-MediumItalic, d, d, 1.000, PASS
1629, Lora-MediumItalic, e, e, 1.000, PASS
1630, Lora-MediumItalic, f, f, 0.990, PASS
1631, Lora-MediumItalic, g, g, 1.000, PASS
1632, Lora-MediumItalic, h, h, 1.000, PASS
1633, Lora-MediumItalic, i, i, 1.000, PASS
1634, Lora-MediumItalic, j, j, 0.999, PASS
1635, Lora-MediumItalic, k, k, 0.999, PASS
1636, Lora-MediumItalic, l, l, 0.983, PASS
1637, Lora-MediumItalic, m, m, 1.000, PASS
1638, Lora-MediumItalic, n, n, 1.000, PASS
1639, Lora-MediumItalic, o, o, 0.998, PASS
1640, Lora-MediumItalic, p, p, 1.000, PASS
1641, Lora-MediumItalic, q, q, 1.000, PASS
1642, Lora-MediumItalic, r, r, 1.000, PASS
1643, Lora-MediumItalic, s, s, 1.000, PASS
1644, Lora-MediumItalic, t, t, 1.000, PASS
1645, Lora-MediumItalic, u, u, 1.000, PASS
1646, Lora-MediumItalic, v, v, 1.000, PASS
1647, Lora-MediumItalic, w, w, 0.968, PASS
1648, Lora-MediumItalic, x, x, 1.000, PASS
1649, Lora-MediumItalic, y, y, 1.000, PASS
1650, Lora-MediumItalic, z, z, 0.889, PASS
1651, Lora-MediumItalic, !, !, 1.000, PASS
1652, Lora-MediumItalic, #, #, 1.000, PASS
1653, Lora-MediumItalic, $, $, 0.940, PASS
1654, Lora-MediumItalic, %, %, 1.000, PASS
1655, Lora-MediumItalic, &, &, 1.000, PASS
1656, Lora-MediumItalic, *, *, 1.000, PASS
1657, Lora-MediumItalic, +, +, 0.999, PASS
1658, Lora-MediumItalic, -, -, 0.994, PASS
1659, Lora-MediumItalic, 0, 0, 1.000, PASS
1660, Lora-MediumItalic, 1, 1, 1.000, PASS
1661, Lora-MediumItalic, 2, 2, 1.000, PASS
1662, Lora-MediumItalic, 3, 3, 1.000, PASS
1663, Lora-MediumItalic, 4, 4, 1.000, PASS
1664, Lora-MediumItalic, 5, 5, 1.000, PASS
1665, Lora-MediumItalic, 6, 6, 1.000, PASS
1666, Lora-MediumItalic, 7, 7, 0.998, PASS
1667, Lora-MediumItalic, 8, 8, 1.000, PASS
1668, Lora-MediumItalic, 9, 9, 0.956, PASS
1669, Lora-MediumItalic, <, <, 1.000, PASS
1670, Lora-MediumItalic, >, >, 1.000, PASS
1671, Lora-MediumItalic, ?, ?, 1.000, PASS
1672, Lora-MediumItalic, @, @, 1.000, PASS
1673, Lora-MediumItalic, A, A, 1.000, PASS
1674, Lora-MediumItalic, B, B, 1.000, PASS
1675, Lora-MediumItalic, C, C, 1.000, PASS
1676, Lora-MediumItalic, D, D, 1.000, PASS
1677, Lora-MediumItalic, E, E, 1.000, PASS
1678, Lora-MediumItalic, F, F, 1.000, PASS
1679, Lora-MediumItalic, G, G, 0.999, PASS
1680, Lora-MediumItalic, H, H, 1.000, PASS
1681, Lora-MediumItalic, I, I, 0.975, PASS
1682, Lora-MediumItalic, J, J, 0.993, PASS
1683, Lora-MediumItalic, K, K, 0.999, PASS
1684, Lora-MediumItalic, L, L, 1.000, PASS
1685, Lora-MediumItalic, M, M, 1.000, PASS
1686, Lora-MediumItalic, N, N, 1.000, PASS
1687, Lora-MediumItalic, O, O, 1.000, PASS
1688, Lora-MediumItalic, P, P, 1.000, PASS
1689, Lora-MediumItalic, Q, Q, 1.000, PASS
1690, Lora-MediumItalic, R, R, 1.000, PASS
1691, Lora-MediumItalic, S, S, 0.991, PASS
1692, Lora-MediumItalic, T, T, 1.000, PASS
1693, Lora-MediumItalic, U, U, 1.000, PASS
1694, Lora-MediumItalic, V, V, 1.000, PASS
1695, Lora-MediumItalic, W, W, 1.000, PASS
1696, Lora-MediumItalic, X, X, 1.000, PASS
1697, Lora-MediumItalic, Y, Y, 1.000, PASS
1698, Lora-MediumItalic, Z, Z, 1.000, PASS
1699, Lora-MediumItalic, a, a, 1.000, PASS
1700, Lora-MediumItalic, b, b, 0.999, PASS
1701, Lora-MediumItalic, c, c, 1.000, PASS
1702, Lora-Medium, d, d, 1.000, PASS
1703, Lora-Medium, e, e, 1.000, PASS
1704, Lora-Medium, f, f, 1.000, PASS
1705, Lora-Medium, g, g, 0.954, PASS
1706, Lora-Medium, h, h, 0.999, PASS
1707, Lora-Medium, i, i, 1.000, PASS
1708, Lora-Medium, j, j, 0.999, PASS
1709, Lora-Medium, k, k, 1.000, PASS
1710, Lora-Medium, l, l, 0.998, PASS
1711, Lora-Medium, m, m, 1.000, PASS
1712, Lora-Medium, n, n, 1.000, PASS
1713, Lora-Medium, o, o, 0.991, PASS
1714, Lora-Medium, p, p, 1.000, PASS
1715, Lora-Medium, q, q, 1.000, PASS
1716, Lora-Medium, r, r, 1.000, PASS
1717, Lora-Medium, s, s, 1.000, PASS
1718, Lora-Medium, t, t, 0.999, PASS
1719, Lora-Medium, u, u, 1.000, PASS
1720, Lora-Medium, v, v, 1.000, PASS
1721, Lora-Medium, w, w, 1.000, PASS
1722, Lora-Medium, x, x, 1.000, PASS
1723, Lora-Medium, y, y, 1.000, PASS
1724, Lora-Medium, z, z, 0.999, PASS
1725, Lora-Medium, !, !, 1.000, PASS
1726, Lora-Medium, #, #, 0.987, PASS
1727, Lora-Medium, $, $, 0.862, PASS
1728, Lora-Medium, %, %, 1.000, PASS
1729, Lora-Medium, &, &, 1.000, PASS
1730, Lora-Medium, *, *, 1.000, PASS
1731, Lora-Medium, +, +, 0.998, PASS
1732, Lora-Medium, -, -, 0.993, PASS
1733, Lora-Medium, 0, 0, 1.000, PASS
1734, Lora-Medium, 1, 1, 1.000, PASS
1735, Lora-Medium, 2, 2, 1.000, PASS
1736, Lora-Medium, 3, 3, 1.000, PASS
1737, Lora-Medium, 4, 4, 1.000, PASS
1738, Lora-Medium, 5, 5, 1.000, PASS
1739, Lora-Medium, 6, 6, 1.000, PASS
1740, Lora-Medium, 7, 7, 0.999, PASS
1741, Lora-Medium, 8, 8, 1.000, PASS
1742, Lora-Medium, 9, 9, 0.997, PASS
1743, Lora-Medium, <, <, 1.000, PASS
1744, Lora-Medium, >, >, 1.000, PASS
1745, Lora-Medium, ?, ?, 1.000, PASS
1746, Lora-Medium, @, @, 1.000, PASS
1747, Lora-Medium, A, A, 1.000, PASS
1748, Lora-Medium, B, B, 1.000, PASS
1749, Lora-Medium, C, C, 1.000, PASS
1750, Lora-Medium, D, D, 1.000, PASS
1751, Lora-Medium, E, E, 1.000, PASS
1752, Lora-Medium, F, F, 1.000, PASS
1753, Lora-Medium, G, G, 1.000, PASS
1754, Lora-Medium, H, H, 1.000, PASS
1755, Lora-Medium, I, I, 0.977, PASS
1756, Lora-Medium, J, J, 1.000, PASS
1757, Lora-Medium, K, K, 1.000, PASS
1758, Lora-Medium, L, L, 1.000, PASS
1759, Lora-Medium, M, M, 1.000, PASS
1760, Lora-Medium, N, N, 1.000, PASS
1761, Lora-Medium, O, O, 1.000, PASS
1762, Lora-Medium, P, P, 1.000, PASS
1763, Lora-Medium, Q, Q, 1.000, PASS
1764, Lora-Medium, R, R, 1.000, PASS
1765, Lora-Medium, S, S, 0.994, PASS
1766, Lora-Medium, T, T, 1.000, PASS
1767, Lora-Medium, U, U, 1.000, PASS
1768, Lora-Medium, V, V, 1.000, PASS
1769, Lora-Medium, W, W, 1.000, PASS
1770, Lora-Medium, X, X, 1.000, PASS
1771, Lora-Medium, Y, Y, 1.000, PASS
1772, Lora-Medium, Z, Z, 1.000, PASS
1773, Lora-Medium, a, a, 1.000, PASS
1774, Lora-Medium, b, b, 0.999, PASS
1775, Lora-Medium, c, c, 1.000, PASS
1776, Lora-Regular, d, d, 1.000, PASS
1777, Lora-Regular, e, e, 1.000, PASS
1778, Lora-Regular, f, f, 1.000, PASS
1779, Lora-Regular, g, g, 0.934, PASS
1780, Lora-Regular, h, h, 0.999, PASS
1781, Lora-Regular, i, i, 1.000, PASS
1782, Lora-Regular, j, j, 0.999, PASS
1783, Lora-Regular, k, k, 1.000, PASS
1784, Lora-Regular, l, l, 0.993, PASS
1785, Lora-Regular, m, m, 1.000, PASS
1786, Lora-Regular, n, n, 1.000, PASS
1787, Lora-Regular, o, o, 0.991, PASS
1788, Lora-Regular, p, p, 1.000, PASS
1789, Lora-Regular, q, q, 1.000, PASS
1790, Lora-Regular, r, r, 1.000, PASS
1791, Lora-Regular, s, s, 1.000, PASS
1792, Lora-Regular, t, t, 0.997, PASS
1793, Lora-Regular, u, u, 1.000, PASS
1794, Lora-Regular, v, v, 1.000, PASS
1795, Lora-Regular, w, w, 1.000, PASS
1796, Lora-Regular, x, x, 1.000, PASS
1797, Lora-Regular, y, y, 1.000, PASS
1798, Lora-Regular, z, z, 0.996, PASS
1799, Lora-Regular, !, !, 1.000, PASS
1800, Lora-Regular, #, #, 0.995, PASS
1801, Lora-Regular, $, $, 0.909, PASS
1802, Lora-Regular, %, %, 1.000, PASS
1803, Lora-Regular, &, &, 1.000, PASS
1804, Lora-Regular, *, *, 1.000, PASS
1805, Lora-Regular, +, +, 0.996, PASS
1806, Lora-Regular, -, -, 0.997, PASS
1807, Lora-Regular, 0, 0, 1.000, PASS
1808, Lora-Regular, 1, 1, 1.000, PASS
1809, Lora-Regular, 2, 2, 0.998, PASS
1810, Lora-Regular, 3, 3, 1.000, PASS
1811, Lora-Regular, 4, 4, 1.000, PASS
1812, Lora-Regular, 5, 5, 1.000, PASS
1813, Lora-Regular, 6, 6, 0.847, PASS
1814, Lora-Regular, 7, 7, 0.999, PASS
1815, Lora-Regular, 8, 8, 1.000, PASS
1816, Lora-Regular, 9, 9, 1.000, PASS
1817, Lora-Regular, <, <, 1.000, PASS
1818, Lora-Regular, >, >, 1.000, PASS
1819, Lora-Regular, ?, ?, 1.000, PASS
1820, Lora-Regular, @, @, 1.000, PASS
1821, Lora-Regular, A, A, 1.000, PASS
1822, Lora-Regular, B, B, 1.000, PASS
1823, Lora-Regular, C, C, 1.000, PASS
1824, Lora-Regular, D, D, 1.000, PASS
1825, Lora-Regular, E, E, 1.000, PASS
1826, Lora-Regular, F, F, 1.000, PASS
1827, Lora-Regular, G, G, 1.000, PASS
1828, Lora-Regular, H, H, 1.000, PASS
1829, Lora-Regular, I, I, 0.899, PASS
1830, Lora-Regular, J, J, 0.950, PASS
1831, Lora-Regular, K, K, 1.000, PASS
1832, Lora-Regular, L, L, 1.000, PASS
1833, Lora-Regular, M, M, 1.000, PASS
1834, Lora-Regular, N, N, 1.000, PASS
1835, Lora-Regular, O, O, 1.000, PASS
1836, Lora-Regular, P, P, 1.000, PASS
1837, Lora-Regular, Q, Q, 1.000, PASS
1838, Lora-Regular, R, R, 1.000, PASS
1839, Lora-Regular, S, S, 0.999, PASS
1840, Lora-Regular, T, T, 1.000, PASS
1841, Lora-Regular, U, U, 1.000, PASS
1842, Lora-Regular, V, V, 1.000, PASS
1843, Lora-Regular, W, W, 1.000, PASS
1844, Lora-Regular, X, X, 1.000, PASS
1845, Lora-Regular, Y, Y, 1.000, PASS
1846, Lora-Regular, Z, Z, 1.000, PASS
1847, Lora-Regular, a, a, 0.999, PASS
1848, Lora-Regular, b, b, 0.999, PASS
1849, Lora-Regular, c, c, 1.000, PASS
1850, Lora-SemiBoldItalic, d, d, 1.000, PASS
1851, Lora-SemiBoldItalic, e, e, 1.000, PASS
1852, Lora-SemiBoldItalic, f, f, 0.997, PASS
1853, Lora-SemiBoldItalic, g, g, 1.000, PASS
1854, Lora-SemiBoldItalic, h, h, 1.000, PASS
1855, Lora-SemiBoldItalic, i, i, 1.000, PASS
1856, Lora-SemiBoldItalic, j, j, 1.000, PASS
1857, Lora-SemiBoldItalic, k, k, 1.000, PASS
1858, Lora-SemiBoldItalic, l, l, 0.975, PASS
1859, Lora-SemiBoldItalic, m, m, 1.000, PASS
1860, Lora-SemiBoldItalic, n, n, 1.000, PASS
1861, Lora-SemiBoldItalic, o, o, 0.999, PASS
1862, Lora-SemiBoldItalic, p, p, 1.000, PASS
1863, Lora-SemiBoldItalic, q, q, 1.000, PASS
1864, Lora-SemiBoldItalic, r, r, 1.000, PASS
1865, Lora-SemiBoldItalic, s, s, 1.000, PASS
1866, Lora-SemiBoldItalic, t, t, 1.000, PASS
1867, Lora-SemiBoldItalic, u, u, 1.000, PASS
1868, Lora-SemiBoldItalic, v, v, 1.000, PASS
1869, Lora-SemiBoldItalic, w, w, 0.895, PASS
1870, Lora-SemiBoldItalic, x, x, 1.000, PASS
1871, Lora-SemiBoldItalic, y, y, 1.000, PASS
1872, Lora-SemiBoldItalic, z, z, 0.998, PASS
1873, Lora-SemiBoldItalic, !, !, 1.000, PASS
1874, Lora-SemiBoldItalic, #, #, 0.999, PASS
1875, Lora-SemiBoldItalic, $, $, 0.949, PASS
1876, Lora-SemiBoldItalic, %, %, 1.000, PASS
1877, Lora-SemiBoldItalic, &, &, 1.000, PASS
1878, Lora-SemiBoldItalic, *, *, 1.000, PASS
1879, Lora-SemiBoldItalic, +, +, 1.000, PASS
1880, Lora-SemiBoldItalic, -, -, 0.991, PASS
1881, Lora-SemiBoldItalic, 0, 0, 1.000, PASS
1882, Lora-SemiBoldItalic, 1, 1, 1.000, PASS
1883, Lora-SemiBoldItalic, 2, 2, 1.000, PASS
1884, Lora-SemiBoldItalic, 3, 3, 1.000, PASS
1885, Lora-SemiBoldItalic, 4, 4, 1.000, PASS
1886, Lora-SemiBoldItalic, 5, 5, 1.000, PASS
1887, Lora-SemiBoldItalic, 6, 6, 1.000, PASS
1888, Lora-SemiBoldItalic, 7, 7, 1.000, PASS
1889, Lora-SemiBoldItalic, 8, 8, 1.000, PASS
1890, Lora-SemiBoldItalic, 9, 9, 0.996, PASS
1891, Lora-SemiBoldItalic, <, <, 1.000, PASS
1892, Lora-SemiBoldItalic, >, >, 1.000, PASS
1893, Lora-SemiBoldItalic, ?, ?, 1.000, PASS
1894, Lora-SemiBoldItalic, @, @, 1.000, PASS
1895, Lora-SemiBoldItalic, A, A, 1.000, PASS
1896, Lora-SemiBoldItalic, B, B, 1.000, PASS
1897, Lora-SemiBoldItalic, C, C, 1.000, PASS
1898, Lora-SemiBoldItalic, D, D, 1.000, PASS
1899, Lora-SemiBoldItalic, E, E, 1.000, PASS
1900, Lora-SemiBoldItalic, F, F, 1.000, PASS
1901, Lora-SemiBoldItalic, G, G, 0.999, PASS
1902, Lora-SemiBoldItalic, H, H, 1.000, PASS
1903, Lora-SemiBoldItalic, I, I, 0.996, PASS
1904, Lora-SemiBoldItalic, J, J, 0.980, PASS
1905, Lora-SemiBoldItalic, K, K, 1.000, PASS
1906, Lora-SemiBoldItalic, L, L, 1.000, PASS
1907, Lora-SemiBoldItalic, M, M, 1.000, PASS
1908, Lora-SemiBoldItalic, N, N, 1.000, PASS
1909, Lora-SemiBoldItalic, O, O, 1.000, PASS
1910, Lora-SemiBoldItalic, P, P, 1.000, PASS
1911, Lora-SemiBoldItalic, Q, Q, 1.000, PASS
1912, Lora-SemiBoldItalic, R, R, 1.000, PASS
1913, Lora-SemiBoldItalic, S, S, 0.998, PASS
1914, Lora-SemiBoldItalic, T, T, 1.000, PASS
1915, Lora-SemiBoldItalic, U, U, 1.000, PASS
1916, Lora-SemiBoldItalic, V, V, 1.000, PASS
1917, Lora-SemiBoldItalic, W, W, 1.000, PASS
1918, Lora-SemiBoldItalic, X, X, 0.999, PASS
1919, Lora-SemiBoldItalic, Y, Y, 1.000, PASS
1920, Lora-SemiBoldItalic, Z, Z, 1.000, PASS
1921, Lora-SemiBoldItalic, a, a, 1.000, PASS
1922, Lora-SemiBoldItalic, b, b, 0.999, PASS
1923, Lora-SemiBoldItalic, c, c, 1.000, PASS
1924, Lora-SemiBold, d, d, 1.000, PASS
1925, Lora-SemiBold, e, e, 1.000, PASS
1926, Lora-SemiBold, f, f, 1.000, PASS
1927, Lora-SemiBold, g, g, 0.980, PASS
1928, Lora-SemiBold, h, h, 0.999, PASS
1929, Lora-SemiBold, i, i, 1.000, PASS
1930, Lora-SemiBold, j, j, 1.000, PASS
1931, Lora-SemiBold, k, k, 1.000, PASS
1932, Lora-SemiBold, l, l, 0.997, PASS
1933, Lora-SemiBold, m, m, 1.000, PASS
1934, Lora-SemiBold, n, n, 1.000, PASS
1935, Lora-SemiBold, o, o, 1.000, PASS
1936, Lora-SemiBold, p, p, 1.000, PASS
1937, Lora-SemiBold, q, q, 1.000, PASS
1938, Lora-SemiBold, r, r, 1.000, PASS
1939, Lora-SemiBold, s, s, 1.000, PASS
1940, Lora-SemiBold, t, t, 1.000, PASS
1941, Lora-SemiBold, u, u, 1.000, PASS
1942, Lora-SemiBold, v, v, 1.000, PASS
1943, Lora-SemiBold, w, w, 1.000, PASS
1944, Lora-SemiBold, x, x, 1.000, PASS
1945, Lora-SemiBold, y, y, 1.000, PASS
1946, Lora-SemiBold, z, z, 1.000, PASS
1947, Lora-SemiBold, !, !, 1.000, PASS
1948, Lora-SemiBold, #, #, 0.988, PASS
1949, Lora-SemiBold, $, $, 0.869, PASS
1950, Lora-SemiBold, %, %, 1.000, PASS
1951, Lora-SemiBold, &, &, 1.000, PASS
1952, Lora-SemiBold, *, *, 1.000, PASS
1953, Lora-SemiBold, +, +, 1.000, PASS
1954, Lora-SemiBold, -, -, 0.988, PASS
1955, Lora-SemiBold, 0, 0, 1.000, PASS
1956, Lora-SemiBold, 1, 1, 0.999, PASS
1957, Lora-SemiBold, 2, 2, 1.000, PASS
1958, Lora-SemiBold, 3, 3, 1.000, PASS
1959, Lora-SemiBold, 4, 4, 1.000, PASS
1960, Lora-SemiBold, 5, 5, 1.000, PASS
1961, Lora-SemiBold, 6, 6, 1.000, PASS
1962, Lora-SemiBold, 7, 7, 1.000, PASS
1963, Lora-SemiBold, 8, 8, 1.000, PASS
1964, Lora-SemiBold, 9, 9, 0.992, PASS
1965, Lora-SemiBold, <, <, 1.000, PASS
1966, Lora-SemiBold, >, >, 1.000, PASS
1967, Lora-SemiBold, ?, ?, 1.000, PASS
1968, Lora-SemiBold, @, @, 1.000, PASS
1969, Lora-SemiBold, A, A, 1.000, PASS
1970, Lora-SemiBold, B, B, 1.000, PASS
1971, Lora-SemiBold, C, C, 1.000, PASS
1972, Lora-SemiBold, D, D, 1.000, PASS
1973, Lora-SemiBold, E, E, 1.000, PASS
1974, Lora-SemiBold, F, F, 1.000, PASS
1975, Lora-SemiBold, G, G, 1.000, PASS
1976, Lora-SemiBold, H, H, 1.000, PASS
1977, Lora-SemiBold, I, I, 0.994, PASS
1978, Lora-SemiBold, J, J, 0.995, PASS
1979, Lora-SemiBold, K, K, 0.999, PASS
1980, Lora-SemiBold, L, L, 1.000, PASS
1981, Lora-SemiBold, M, M, 1.000, PASS
1982, Lora-SemiBold, N, N, 1.000, PASS
1983, Lora-SemiBold, O, O, 1.000, PASS
1984, Lora-SemiBold, P, P, 1.000, PASS
1985, Lora-SemiBold, Q, Q, 1.000, PASS
1986, Lora-SemiBold, R, R, 1.000, PASS
1987, Lora-SemiBold, S, S, 1.000, PASS
1988, Lora-SemiBold, T, T, 1.000, PASS
1989, Lora-SemiBold, U, U, 1.000, PASS
1990, Lora-SemiBold, V, V, 1.000, PASS
1991, Lora-SemiBold, W, W, 1.000, PASS
1992, Lora-SemiBold, X, X, 0.999, PASS
1993, Lora-SemiBold, Y, Y, 1.000, PASS
1994, Lora-SemiBold, Z, Z, 1.000, PASS
1995, Lora-SemiBold, a, a, 1.000, PASS
1996, Lora-SemiBold, b, b, 0.989, PASS
1997, Lora-SemiBold, c, c, 1.000, PASS
1998, Merriweather, d, d, 0.997, PASS
1999, Merriweather, e, e, 1.000, PASS
2000, Merriweather, f, f, 0.994, PASS
2001, Merriweather, g, g, 1.000, PASS
2002, Merriweather, h, h, 1.000, PASS
2003, Merriweather, i, i, 1.000, PASS
2004, Merriweather, j, j, 0.978, PASS
2005, Merriweather, k, k, 1.000, PASS
2006, Merriweather, I, l, 0.682, FAIL
2007, Merriweather, m, m, 1.000, PASS
2008, Merriweather, n, n, 1.000, PASS
2009, Merriweather, o, o, 0.881, PASS
2010, Merriweather, p, p, 0.999, PASS
2011, Merriweather, q, q, 1.000, PASS
2012, Merriweather, r, r, 1.000, PASS
2013, Merriweather, s, s, 1.000, PASS
2014, Merriweather, t, t, 1.000, PASS
2015, Merriweather, u, u, 1.000, PASS
2016, Merriweather, v, v, 1.000, PASS
2017, Merriweather, w, w, 1.000, PASS
2018, Merriweather, x, x, 1.000, PASS
2019, Merriweather, y, y, 1.000, PASS
2020, Merriweather, z, z, 0.995, PASS
2021, Merriweather, !, !, 0.968, PASS
2022, Merriweather, #, #, 1.000, PASS
2023, Merriweather, $, $, 0.989, PASS
2024, Merriweather, %, %, 0.874, PASS
2025, Merriweather, &, &, 1.000, PASS
2026, Merriweather, *, *, 1.000, PASS
2027, Merriweather, +, +, 1.000, PASS
2028, Merriweather, -, -, 0.998, PASS
2029, Merriweather, 0, 0, 1.000, PASS
2030, Merriweather, 1, 1, 0.745, PASS
2031, Merriweather, 2, 2, 1.000, PASS
2032, Merriweather, 3, 3, 1.000, PASS
2033, Merriweather, 4, 4, 1.000, PASS
2034, Merriweather, 5, 5, 1.000, PASS
2035, Merriweather, 6, 6, 1.000, PASS
2036, Merriweather, 7, 7, 1.000, PASS
2037, Merriweather, 8, 8, 0.675, PASS
2038, Merriweather, 9, 9, 1.000, PASS
2039, Merriweather, <, <, 1.000, PASS
2040, Merriweather, >, >, 0.999, PASS
2041, Merriweather, ?, ?, 1.000, PASS
2042, Merriweather, @, @, 1.000, PASS
2043, Merriweather, A, A, 1.000, PASS
2044, Merriweather, B, B, 1.000, PASS
2045, Merriweather, C, C, 1.000, PASS
2046, Merriweather, D, D, 1.000, PASS
2047, Merriweather, E, E, 1.000, PASS
2048, Merriweather, F, F, 0.983, PASS
2049, Merriweather, G, G, 1.000, PASS
2050, Merriweather, H, H, 1.000, PASS
2051, Merriweather, l, I, 0.939, FAIL
2052, Merriweather, J, J, 0.933, PASS
2053, Merriweather, K, K, 1.000, PASS
2054, Merriweather, L, L, 1.000, PASS
2055, Merriweather, M, M, 1.000, PASS
2056, Merriweather, N, N, 0.942, PASS
2057, Merriweather, O, O, 1.000, PASS
2058, Merriweather, P, P, 1.000, PASS
2059, Merriweather, Q, Q, 1.000, PASS
2060, Merriweather, R, R, 1.000, PASS
2061, Merriweather, S, S, 0.999, PASS
2062, Merriweather, T, T, 1.000, PASS
2063, Merriweather, U, U, 1.000, PASS
2064, Merriweather, V, V, 1.000, PASS
2065, Merriweather, W, W, 1.000, PASS
2066, Merriweather, X, X, 1.000, PASS
2067, Merriweather, Y, Y, 0.849, PASS
2068, Merriweather, Z, Z, 1.000, PASS
2069, Merriweather, a, a, 1.000, PASS
2070, Merriweather, b, b, 0.667, PASS
2071, Merriweather, c, c, 1.000, PASS
2072, Merriweather, d, d, 1.000, PASS
2073, Merriweather, e, e, 1.000, PASS
2074, Merriweather, f, f, 1.000, PASS
2075, Merriweather, g, g, 0.998, PASS
2076, Merriweather, h, h, 0.999, PASS
2077, Merriweather, i, i, 1.000, PASS
2078, Merriweather, j, j, 0.999, PASS
2079, Merriweather, k, k, 1.000, PASS
2080, Merriweather, l, l, 0.638, PASS
2081, Merriweather, m, m, 1.000, PASS
2082, Merriweather, n, n, 0.990, PASS
2083, Merriweather, 0, o, 0.481, FAIL
2084, Merriweather, p, p, 1.000, PASS
2085, Merriweather, q, q, 1.000, PASS
2086, Merriweather, r, r, 0.997, PASS
2087, Merriweather, s, s, 0.999, PASS
2088, Merriweather, t, t, 1.000, PASS
2089, Merriweather, u, u, 0.909, PASS
2090, Merriweather, v, v, 0.999, PASS
2091, Merriweather, w, w, 0.903, PASS
2092, Merriweather, x, x, 0.647, PASS
2093, Merriweather, y, y, 1.000, PASS
2094, Merriweather, Z, z, 0.531, FAIL
2095, Merriweather, !, !, 0.971, PASS
2096, Merriweather, #, #, 0.999, PASS
2097, Merriweather, $, $, 0.975, PASS
2098, Merriweather, %, %, 1.000, PASS
2099, Merriweather, &, &, 1.000, PASS
2100, Merriweather, *, *, 1.000, PASS
2101, Merriweather, +, +, 1.000, PASS
2102, Merriweather, -, -, 0.993, PASS
2103, Merriweather, 0, 0, 1.000, PASS
2104, Merriweather, 1, 1, 1.000, PASS
2105, Merriweather, 2, 2, 1.000, PASS
2106, Merriweather, 3, 3, 1.000, PASS
2107, Merriweather, 4, 4, 0.995, PASS
2108, Merriweather, 5, 5, 1.000, PASS
2109, Merriweather, 6, 6, 1.000, PASS
2110, Merriweather, 7, 7, 1.000, PASS
2111, Merriweather, 8, 8, 0.978, PASS
2112, Merriweather, 9, 9, 1.000, PASS
2113, Merriweather, <, <, 1.000, PASS
2114, Merriweather, >, >, 1.000, PASS
2115, Merriweather, ?, ?, 1.000, PASS
2116, Merriweather, @, @, 1.000, PASS
2117, Merriweather, A, A, 1.000, PASS
2118, Merriweather, B, B, 1.000, PASS
2119, Merriweather, C, C, 1.000, PASS
2120, Merriweather, D, D, 1.000, PASS
2121, Merriweather, E, E, 1.000, PASS
2122, Merriweather, F, F, 1.000, PASS
2123, Merriweather, G, G, 1.000, PASS
2124, Merriweather, H, H, 1.000, PASS
2125, Merriweather, l, I, 0.774, FAIL
2126, Merriweather, J, J, 0.999, PASS
2127, Merriweather, K, K, 0.980, PASS
2128, Merriweather, L, L, 1.000, PASS
2129, Merriweather, M, M, 0.980, PASS
2130, Merriweather, N, N, 1.000, PASS
2131, Merriweather, O, O, 0.983, PASS
2132, Merriweather, P, P, 1.000, PASS
2133, Merriweather, Q, Q, 1.000, PASS
2134, Merriweather, R, R, 1.000, PASS
2135, Merriweather, S, S, 1.000, PASS
2136, Merriweather, T, T, 1.000, PASS
2137, Merriweather, U, U, 1.000, PASS
2138, Merriweather, V, V, 1.000, PASS
2139, Merriweather, W, W, 1.000, PASS
2140, Merriweather, X, X, 1.000, PASS
2141, Merriweather, Y, Y, 0.999, PASS
2142, Merriweather, Z, Z, 1.000, PASS
2143, Merriweather, a, a, 1.000, PASS
2144, Merriweather, b, b, 0.924, PASS
2145, Merriweather, c, c, 1.000, PASS
2146, Merriweather, d, d, 1.000, PASS
2147, Merriweather, e, e, 1.000, PASS
2148, Merriweather, f, f, 0.996, PASS
2149, Merriweather, g, g, 1.000, PASS
2150, Merriweather, h, h, 0.920, PASS
2151, Merriweather, i, i, 1.000, PASS
2152, Merriweather, j, j, 0.999, PASS
2153, Merriweather, k, k, 1.000, PASS
2154, Merriweather, l, l, 0.604, PASS
2155, Merriweather, m, m, 1.000, PASS
2156, Merriweather, n, n, 1.000, PASS
2157, Merriweather, o, o, 0.949, PASS
2158, Merriweather, p, p, 1.000, PASS
2159, Merriweather, q, q, 1.000, PASS
2160, Merriweather, r, r, 0.999, PASS
2161, Merriweather, s, s, 0.998, PASS
